Taxa,Year,Quantity,Frequency,Kingdom,Phylum,Class,Order,Family,Genus,Species
Ctenochaetus striatus,2019,21,3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus striatus
Ctenochaetus strigosus,2015,14,5,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus strigosus
Ctenochaetus strigosus,2016,29,9,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus strigosus
Ctenochaetus strigosus,2017,24,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus strigosus
Ctenochaetus strigosus,2019,7,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus strigosus
Ctenochaetus tominiensis,2015,7,3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus tominiensis
Ctenochaetus tominiensis,2016,3,2,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus tominiensis
Ctenochaetus tominiensis,2017,10,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus tominiensis
Ctenochaetus tominiensis,2018,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus tominiensis
Ctenochaetus tominiensis,2019,3,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Ctenochaetus,Ctenochaetus tominiensis
Ctenopoma acutirostre,2015,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Ctenopoma,Ctenopoma acutirostre
Ctenopoma acutirostre,2016,75,1,Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Ctenopoma,Ctenopoma acutirostre
Ctenopoma acutirostre,2018,80,1,Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Ctenopoma,Ctenopoma acutirostre
Ctenopoma acutirostre,2019,230,2,Animalia,Chordata,Actinopterygii,Perciformes,Anabantidae,Ctenopoma,Ctenopoma acutirostre
Cynarina lacrymalis,2016,1,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Cynarina,Cynarina lacrymalis
Cynarina lacrymalis,2019,23,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Cynarina,Cynarina lacrymalis
Cynotilapia afra,2015,92,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cynotilapia,Cynotilapia afra
Cynotilapia afra,2016,110,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cynotilapia,Cynotilapia afra
Cynotilapia afra,2017,110,7,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cynotilapia,Cynotilapia afra
Cynotilapia sp.,2017,29,5,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cynotilapia,NA
Cyphotilapia frontosa,2016,86,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cyphotilapia,Cyphotilapia frontosa
Cyphotilapia frontosa,2017,35,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cyphotilapia,Cyphotilapia frontosa
Cyphotilapia frontosa,2018,200,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cyphotilapia,Cyphotilapia frontosa
Cyphotilapia frontosa,2019,171,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cyphotilapia,Cyphotilapia frontosa
Cypraea tigris,2015,4,1,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea,Cypraea tigris
Cypraea tigris,2016,10,1,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea,Cypraea tigris
Cypraea tigris,2017,4,2,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea,Cypraea tigris
Cypraea tigris,2019,2,1,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea,Cypraea tigris
Cyrtocara moorii,2017,200,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cyrtocara,Cyrtocara moorii
Cyrtocara moorii,2018,200,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cyrtocara,Cyrtocara moorii
Cyrtocara moorii,2019,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cyrtocara,Cyrtocara moorii
Danafungia horrida,2015,7,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Danafungia,Danafungia horrida
Danafungia horrida,2017,10,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Danafungia,Danafungia horrida
Danafungia horrida,2019,6,6,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Danafungia,Danafungia horrida
Danio albolineatus,2015,875,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio albolineatus
Danio albolineatus,2016,800,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio albolineatus
Danio albolineatus,2017,375,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio albolineatus
Danio albolineatus,2018,875,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio albolineatus
Danio albolineatus,2019,1195,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio albolineatus
Danio choprae,2016,150,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio choprae
Danio choprae,2017,550,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio choprae
Danio choprae,2018,1375,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio choprae
Danio erythromicron,2015,435,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio erythromicron
Danio erythromicron,2017,1250,4,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio erythromicron
Danio erythromicron,2018,875,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio erythromicron
Danio erythromicron,2019,375,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio erythromicron
Danio feegradei,2015,240,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio feegradei
Danio kerri,2016,150,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio kerri
Danio kyathit,2015,60,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio kyathit
Danio kyathit,2018,775,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio kyathit
Danio kyathit,2019,1000,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio kyathit
Danio rerio,2015,9560,19,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio
Danio rerio,2016,11000,27,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio
Danio rerio,2017,7050,12,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio
Danio rerio,2018,17700,34,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio
Danio rerio,2019,5200,9,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio
Dardanus gemmatus,2015,147,6,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,Dardanus gemmatus
Dardanus gemmatus,2016,120,3,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,Dardanus gemmatus
Dardanus gemmatus,2017,455,12,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,Dardanus gemmatus
Dardanus gemmatus,2018,15,1,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,Dardanus gemmatus
Dardanus gemmatus,2019,100,1,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,Dardanus gemmatus
Dardanus sp.,2017,50,1,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus,NA
Dario dario,2018,450,2,Animalia,Chordata,Actinopterygii,Perciformes,Badidae,Dario,Dario dario
Dario dario,2019,225,1,Animalia,Chordata,Actinopterygii,Perciformes,Badidae,Dario,Dario dario
Dascyllus aruanus,2016,30,5,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus aruanus
Dascyllus aruanus,2017,7,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus aruanus
Dascyllus melanurus,2016,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus melanurus
Dascyllus melanurus,2019,25,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus melanurus
Dascyllus trimaculatus,2016,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus trimaculatus
Dascyllus trimaculatus,2018,7,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus trimaculatus
Dascyllus trimaculatus,2019,35,1,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Dascyllus,Dascyllus trimaculatus
Datnioides microlepis,2015,144,6,Animalia,Chordata,Actinopterygii,Perciformes,Datnioididae,Datnioides,Datnioides microlepis
Datnioides microlepis,2016,19,2,Animalia,Chordata,Actinopterygii,Perciformes,Datnioididae,Datnioides,Datnioides microlepis
Datnioides microlepis,2017,90,2,Animalia,Chordata,Actinopterygii,Perciformes,Datnioididae,Datnioides,Datnioides microlepis
Datnioides polota,2015,70,1,Animalia,Chordata,Actinopterygii,Perciformes,Datnioididae,Datnioides,Datnioides polota
Datnioides polota,2016,94,5,Animalia,Chordata,Actinopterygii,Perciformes,Datnioididae,Datnioides,Datnioides polota
Datnioides polota,2017,46,4,Animalia,Chordata,Actinopterygii,Perciformes,Datnioididae,Datnioides,Datnioides polota
Dendrophyllia sp.,2017,5,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Dendrophyllia,NA
Dermogenys pusilla,2015,20,1,Animalia,Chordata,Actinopterygii,Beloniformes,Zenarchopteridae,Dermogenys,Dermogenys pusilla
Desmopuntius pentazona,2018,350,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Desmopuntius,Desmopuntius pentazona
Desmopuntius pentazona,2019,450,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Desmopuntius,Desmopuntius pentazona
Desmopuntius rhomboocellatus,2018,180,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Desmopuntius,Desmopuntius rhomboocellatus
Devario aequipinnatus,2018,225,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,Devario aequipinnatus
Devario aequipinnatus,2019,225,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,Devario aequipinnatus
Devario malabaricus,2015,300,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,Devario malabaricus
Devario shanensis,2018,500,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Devario,Devario shanensis
Diadema setosum,2015,19,2,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema setosum
Diadema setosum,2016,42,3,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema setosum
Diadema setosum,2017,18,2,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,Diadema setosum
Diadema sp.,2015,20,2,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema,NA
Dichotomyctere fluviatilis,2019,5,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere fluviatilis
Dichotomyctere nigroviridis,2015,30,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere nigroviridis
Dichotomyctere nigroviridis,2016,10,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere nigroviridis
Dichotomyctere nigroviridis,2018,160,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere nigroviridis
Dichotomyctere nigroviridis,2019,245,4,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere nigroviridis
Dichotomyctere ocellatus,2015,30,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere ocellatus
Dichotomyctere ocellatus,2016,10,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere ocellatus
Dichotomyctere ocellatus,2018,90,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere ocellatus
Dichotomyctere ocellatus,2019,290,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Dichotomyctere,Dichotomyctere ocellatus
Dimidiochromis compressiceps,2015,15,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Dimidiochromis,Dimidiochromis compressiceps
Dimidiochromis compressiceps,2016,30,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Dimidiochromis,Dimidiochromis compressiceps
Dimidiochromis compressiceps,2017,50,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Dimidiochromis,Dimidiochromis compressiceps
Diodon holocanthus,2016,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon,Diodon holocanthus
Diodon hystrix,2019,3,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon,Diodon hystrix
Diodon liturosus,2017,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon,Diodon liturosus
Diproctacanthus xanthurus,2015,21,6,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Diproctacanthus,Diproctacanthus xanthurus
Diproctacanthus xanthurus,2016,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Diproctacanthus,Diproctacanthus xanthurus
Diproctacanthus xanthurus,2018,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Diproctacanthus,Diproctacanthus xanthurus
Dipsastraea albida,2019,7,6,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Dipsastraea,Dipsastraea albida
Dipsastraea lizardensis,2019,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Dipsastraea,Dipsastraea lizardensis
Dipsastraea speciosa,2015,5,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Dipsastraea,Dipsastraea speciosa
Dipsastraea speciosa,2017,16,7,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Dipsastraea,Dipsastraea speciosa
Dipsastraea veroni,2019,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Dipsastraea,Dipsastraea veroni
Discosoma bryoides,2015,9,3,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,Discosoma bryoides
Discosoma bryoides,2016,2,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,Discosoma bryoides
Discosoma bryoides,2017,10,4,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,Discosoma bryoides
Discosoma nummiforme,2015,9,4,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,Discosoma nummiforme
Discosoma nummiforme,2016,1,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,Discosoma nummiforme
Discosoma nummiforme,2017,5,2,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,Discosoma nummiforme
Discosoma sp.,2015,94,18,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,NA
Discosoma sp.,2016,182,9,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,NA
Discosoma sp.,2017,56,30,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,NA
Discosoma sp.,2019,10,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Discosoma,NA
Dunckerocampus dactyliophorus,2015,3,1,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Dunckerocampus,Dunckerocampus dactyliophorus
Dunckerocampus dactyliophorus,2016,17,3,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Dunckerocampus,Dunckerocampus dactyliophorus
Dunckerocampus dactyliophorus,2019,22,3,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Dunckerocampus,Dunckerocampus dactyliophorus
Dunckerocampus multiannulatus,2016,1,1,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Dunckerocampus,Dunckerocampus multiannulatus
Echidna nebulosa,2016,1,1,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Echidna,Echidna nebulosa
Echinophyllia aspera,2017,4,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Echinophyllia,Echinophyllia aspera
Echinophyllia sp.,2015,3,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Echinophyllia,NA
Echinophyllia sp.,2017,15,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Echinophyllia,NA
Ecsenius bicolor,2015,59,11,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius bicolor
Ecsenius bicolor,2016,68,13,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius bicolor
Ecsenius bicolor,2017,30,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius bicolor
Ecsenius bicolor,2018,19,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius bicolor
Ecsenius bicolor,2019,78,12,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius bicolor
Ecsenius lineatus,2016,13,2,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius lineatus
Ecsenius lineatus,2019,6,2,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius lineatus
Ecsenius midas,2015,22,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius midas
Ecsenius midas,2016,21,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius midas
Ecsenius midas,2018,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius midas
Ecsenius midas,2019,29,4,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius midas
Ecsenius pulcher,2018,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius pulcher
Ecsenius stigmatura,2016,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Ecsenius,Ecsenius stigmatura
Eigenmannia virescens,2015,80,1,Animalia,Chordata,Actinopterygii,Gymnotiformes,Sternopygidae,Eigenmannia,Eigenmannia virescens
Entacmaea quadricolor,2015,157,13,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Entacmaea,Entacmaea quadricolor
Entacmaea quadricolor,2016,247,30,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Entacmaea,Entacmaea quadricolor
Entacmaea quadricolor,2017,57,9,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Entacmaea,Entacmaea quadricolor
Entacmaea quadricolor,2018,4,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Entacmaea,Entacmaea quadricolor
Entacmaea quadricolor,2019,15,2,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Entacmaea,Entacmaea quadricolor
Epalzeorhynchos bicolor,2015,1660,12,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos bicolor
Epalzeorhynchos bicolor,2016,1300,9,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos bicolor
Epalzeorhynchos bicolor,2017,1105,10,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos bicolor
Epalzeorhynchos bicolor,2018,1634,15,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos bicolor
Epalzeorhynchos bicolor,2019,1010,13,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos bicolor
Epalzeorhynchos frenatus,2015,1500,11,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos frenatus
Epalzeorhynchos frenatus,2016,1470,21,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos frenatus
Epalzeorhynchos frenatus,2017,1245,13,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos frenatus
Epalzeorhynchos frenatus,2018,1950,17,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos frenatus
Epalzeorhynchos frenatus,2019,625,7,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos frenatus
Epalzeorhynchos kalopterus,2017,630,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos kalopterus
Epalzeorhynchos kalopterus,2019,100,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos kalopterus
Epalzeorhynchos munense,2018,140,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos munense
Epalzeorhynchos munense,2019,140,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Epalzeorhynchos,Epalzeorhynchos munense
Epiplatys annulatus,2016,250,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Epiplatys,Epiplatys annulatus
Epiplatys annulatus,2018,345,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Epiplatys,Epiplatys annulatus
Epiplatys annulatus,2019,30,1,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,Epiplatys,Epiplatys annulatus
Etroplus maculatus,2018,160,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Etroplus,Etroplus maculatus
Etroplus maculatus,2019,160,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Etroplus,Etroplus maculatus
Euphyllia cristata,2017,6,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,Euphyllia cristata
Euphyllia cristata,2019,5,4,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,Euphyllia cristata
Euphyllia glabrescens,2015,10,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,Euphyllia glabrescens
Euphyllia glabrescens,2016,15,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,Euphyllia glabrescens
Euphyllia glabrescens,2017,45,7,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,Euphyllia glabrescens
Euphyllia glabrescens,2019,15,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Euphylliidae,Euphyllia,Euphyllia glabrescens
Exallias brevis,2015,2,2,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Exallias,Exallias brevis
